[[0.0053411485, 1.3908769, 0.2701221, -0.4582298, -0.0061154976, -0.06055995, 0.0, 0.0], [0, 0, 0], 0.0]
[[0.008011913, 1.3799663, 0.2701317, -0.4849295, -0.009141297, -0.060521364, 0.0, 0.0], [0, 0, 0], -1.5299202996784516]
[[0.010682774, 1.3684558, 0.27014062, -0.51160264, -0.012166692, -0.060513414, 0.0, 0.0], [0, 0, 0], -3.028403889361016]
[[0.013353634, 1.3563452, 0.27014953, -0.5382727, -0.015191601, -0.06050397, 0.0, 0.0], [0, 0, 0], -4.493932016215382]
[[0.016024685, 1.3436346, 0.27015847, -0.56494135, -0.018216047, -0.060494382, 0.0, 0.0], [0, 0, 0], -5.923639638119937]
[[0.018695831, 1.3303244, 0.27016738, -0.5916103, -0.021240076, -0.060486, 0.0, 0.0], [0, 0, 0], -7.3151044886917305]
[[0.021367073, 1.3164141, 0.27017623, -0.61827934, -0.024263639, -0.06047661, 0.0, 0.0], [0, 0, 0], -8.666000494939965]
[[0.02403841, 1.301904, 0.27018508, -0.6449484, -0.0272868, -0.06046859, 0.0, 0.0], [0, 0, 0], -9.974415554926992]
[[0.026709843, 1.2867938, 0.27019387, -0.67161757, -0.030309502, -0.060459375, 0.0, 0.0], [0, 0, 0], -11.238657636072105]
[[0.02938137, 1.271084, 0.2702027, -0.69828683, -0.033331797, -0.06045115, 0.0, 0.0], [0, 0, 0], -12.457276741049725]
[[0.032052994, 1.254774, 0.2702114, -0.7249561, -0.03635362, -0.06044187, 0.0, 0.0], [0, 0, 0], -13.628943354725607]
[[0.034724712, 1.2378643, 0.27022013, -0.7516254, -0.03937505, -0.060433876, 0.0, 0.0], [0, 0, 0], -14.752589756800347]
[[0.03739662, 1.2203544, 0.2702288, -0.7782948, -0.042396035, -0.060424775, 0.0, 0.0], [0, 0, 0], -15.82720521260029]
[[0.040068436, 1.2022448, 0.2702375, -0.8049643, -0.045416594, -0.060416836, 0.0, 0.0], [0, 0, 0], -16.8519488198167]
[[0.04274044, 1.1835351, 0.2702461, -0.8316338, -0.04843671, -0.060407717, 0.0, 0.0], [0, 0, 0], -17.826056313712456]
[[0.045412444, 1.1642256, 0.27025467, -0.8583034, -0.051456425, -0.0603998, 0.0, 0.0], [0, 0, 0], -18.748904625189056]
[[0.048084546, 1.1443162, 0.27026325, -0.8849731, -0.054475714, -0.060390778, 0.0, 0.0], [0, 0, 0], -19.61989346615053]
[[0.050756834, 1.1238068, 0.27027175, -0.91164285, -0.057494566, -0.060382776, 0.0, 0.0], [0, 0, 0], -20.438537607232632]
[[0.053429224, 1.1026975, 0.2702802, -0.93831253, -0.060512993, -0.060373813, 0.0, 0.0], [0, 0, 0], -21.20439084050639]
[[0.05610161, 1.0809882, 0.27028865, -0.9649824, -0.06353102, -0.060365915, 0.0, 0.0], [0, 0, 0], -21.91711314139775]
[[0.058774184, 1.0586791, 0.27029705, -0.99165225, -0.066548586, -0.060356945, 0.0, 0.0], [0, 0, 0], -22.57637949063161]
[[0.061446857, 1.0357699, 0.27030542, -1.0183222, -0.06956582, -0.060349632, 0.0, 0.0], [0, 0, 0], -23.18195073735754]
[[0.06411953, 1.0122608, 0.27031368, -1.0449922, -0.07258254, -0.06033986, 0.0, 0.0], [0, 0, 0], -23.733582736050863]
