[[0.013287544, 1.3945891, 0.6720066, -0.37577596, -0.015223601, -0.15065531, 0.0, 0.0], [0, 0, 0], 0.0]
[[0.019931603, 1.3855356, 0.67202985, -0.40247056, -0.022751037, -0.15056285, 0.0, 0.0], [0, 0, 0], -1.1949188131574715]
[[0.026576042, 1.3758829, 0.67205197, -0.42914686, -0.030277483, -0.15054289, 0.0, 0.0], [0, 0, 0], -2.3989394985106856]
[[0.03322067, 1.3656309, 0.6720739, -0.45581976, -0.03780273, -0.15051892, 0.0, 0.0], [0, 0, 0], -3.609467317855035]
[[0.03986559, 1.3547796, 0.672096, -0.4824919, -0.045326777, -0.15049513, 0.0, 0.0], [0, 0, 0], -4.823360601222248]
[[0.046510696, 1.343329, 0.67211807, -0.5091644, -0.05284964, -0.15047124, 0.0, 0.0], [0, 0, 0], -6.037509570326677]
[[0.053156186, 1.331279, 0.67214, -0.53583705, -0.060371317, -0.15044752, 0.0, 0.0], [0, 0, 0], -7.248899633013764]
[[0.059801865, 1.3186299, 0.6721617, -0.5625099, -0.06789181, -0.15042397, 0.0, 0.0], [0, 0, 0], -8.454665338744661]
[[0.06644783, 1.3053817, 0.67218333, -0.5891829, -0.07541114, -0.15040046, 0.0, 0.0], [0, 0, 0], -9.652107024565282]
[[0.073094085, 1.2915338, 0.67220485, -0.6158562, -0.082929306, -0.150377, 0.0, 0.0], [0, 0, 0], -10.838635722143465]
[[0.079740524, 1.2770869, 0.6722262, -0.64252955, -0.090446286, -0.1503536, 0.0, 0.0], [0, 0, 0], -12.011868474441144]
[[0.086387254, 1.2620403, 0.6722475, -0.66920316, -0.097962104, -0.15033033, 0.0, 0.0], [0, 0, 0], -13.169557138932475]
[[0.09303427, 1.2463945, 0.6722687, -0.69587696, -0.10547675, -0.15030703, 0.0, 0.0], [0, 0, 0], -14.309634728073263]
[[0.09968166, 1.2301495, 0.67228967, -0.7225509, -0.112990275, -0.15028381, 0.0, 0.0], [0, 0, 0], -15.430186074366446]
[[0.10632925, 1.213305, 0.6723105, -0.7492251, -0.120502636, -0.15026097, 0.0, 0.0], [0, 0, 0], -16.5294304331577]
[[0.112977125, 1.1958613, 0.67233115, -0.7758995, -0.12801383, -0.15023772, 0.0, 0.0], [0, 0, 0], -17.6057715572814]
[[0.119625375, 1.1778183, 0.6723517, -0.8025741, -0.13552389, -0.15021479, 0.0, 0.0], [0, 0, 0], -18.657732360171792]
[[0.12627383, 1.1591758, 0.67237204, -0.82924885, -0.14303277, -0.15019166, 0.0, 0.0], [0, 0, 0], -19.68397943611555]
[[0.13292256, 1.1399341, 0.67239225, -0.85592383, -0.15054053, -0.15016867, 0.0, 0.0], [0, 0, 0], -20.68339750443633]
[[0.13957167, 1.1200931, 0.6724123, -0.88259906, -0.15804714, -0.15014568, 0.0, 0.0], [0, 0, 0], -21.654942327078288]
[[0.14622107, 1.0996526, 0.6724322, -0.9092743, -0.1655526, -0.15012278, 0.0, 0.0], [0, 0, 0], -22.597725638213944]
[[0.15287074, 1.0786128, 0.6724519, -0.93594974, -0.17305693, -0.15010008, 0.0, 0.0], [0, 0, 0], -23.51104834064239]
[[0.15952072, 1.0569737, 0.67247146, -0.9626254, -0.18056017, -0.15007779, 0.0, 0.0], [0, 0, 0], -24.39434736545968]
[[0.16617107, 1.0347352, 0.6724909, -0.98930126, -0.18806228, -0.15005544, 0.0, 0.0], [0, 0, 0], -25.24719257633791]
[[0.17281389, 1.0118887, 0.67213947, -1.0164139, -0.1959659, -0.15807661, 0.0, 0.0], [0, 0, 0], -26.12460619300873]
[[0.17946187, 0.9884308, 0.67224324, -1.0435833, -0.20346722, -0.15002634, 0.0, 0.0], [0, 0, 0], -26.96072757760635]
[[0.18610993, 0.9643736, 0.6722418, -1.0702547, -0.21096854, -0.15002595, 0.0, 0.0], [0, 0, 0], -27.718963860189547]
[[0.19275808, 0.939717, 0.6722404, -1.096926, -0.21846981, -0.15002513, 0.0, 0.0], [0, 0, 0], -28.446920939575477]
[[0.19940634, 0.9144611, 0.6722388, -1.1235973, -0.22597103, -0.15002462, 0.0, 0.0], [0, 0, 0], -29.145115970848366]
[[0.20605469, 0.888606, 0.6722373, -1.1502684, -0.23347224, -0.15002418, 0.0, 0.0], [0, 0, 0], -29.814355180919392]
[[0.21270323, 0.86215156, 0.67223567, -1.1769396, -0.24097341, -0.15002348, 0.0, 0.0], [0, 0, 0], -30.45564123096983]
[[0.21935186, 0.83509785, 0.672234, -1.2036109, -0.24847452, -0.15002228, 0.0, 0.0], [0, 0, 0], -31.070314901531646]
[[0.22600059, 0.80744493, 0.6722323, -1.2302822, -0.25597563, -0.15002134, 0.0, 0.0], [0, 0, 0], -31.660079688881865]
[[0.23264942, 0.77919275, 0.67223054, -1.2569535, -0.26347664, -0.15002099, 0.0, 0.0], [0, 0, 0], -32.226990290579465]
[[0.23929834, 0.7503412, 0.6722287, -1.2836246, -0.27097768, -0.15002047, 0.0, 0.0], [0, 0, 0], -32.7736157201868]
[[0.24594755, 0.7208904, 0.67222685, -1.3102958, -0.27847868, -0.1500199, 0.0, 0.0], [0, 0, 0], -33.30308199846928]
[[0.25259677, 0.69084036, 0.67222494, -1.336967, -0.2859797, -0.15001927, 0.0, 0.0], [0, 0, 0], -33.81914082885291]
[[0.25924626, 0.66019106, 0.672223, -1.3636382, -0.29348066, -0.15001869, 0.0, 0.0], [0, 0, 0], -34.326374459762405]
[[0.26589575, 0.62894243, 0.67222095, -1.3903095, -0.30098158, -0.15001808, 0.0, 0.0], [0, 0, 0], -34.83023766250167]
[[0.27254543, 0.5970945, 0.6722189, -1.4169806, -0.30848247, -0.15001751, 0.0, 0.0], [0, 1, 0], -35.3373888116019]
[[0.2791152, 0.564676, 0.6621717, -1.441941, -0.31387067, -0.10776417, 0.0, 0.0], [0, 1, 0], -35.096690310704304]
[[0.28561917, 0.53169036, 0.65385926, -1.4667786, -0.3174621, -0.07182883, 0.0, 0.0], [0, 1, 0], -34.7718772954012]
[[0.29204693, 0.4981408, 0.6442491, -1.4914116, -0.31898534, -0.030465156, 0.0, 0.0], [0, 1, 0], -34.21253075826897]
[[0.29841146, 0.46402502, 0.63623554, -1.5162079, -0.31876308, 0.004445137, 0.0, 0.0], [0, 1, 0], -33.613558791310254]
[[0.3046979, 0.4293486, 0.62636954, -1.5406803, -0.3164048, 0.047165997, 0.0, 0.0], [0, 1, 0], -32.771328286511135]
[[0.31090537, 0.39412117, 0.61633885, -1.5647053, -0.31182668, 0.09156217, 0.0, 0.0], [0, 1, 0], -31.75232622189162]
[[0.3170352, 0.35831916, 0.6066069, -1.5898461, -0.3052171, 0.13219194, 0.0, 0.0], [0, 1, 0], -30.758604636966567]
