[[0.012054443, 1.4205492, 0.60964453, 0.20109953, -0.013810112, -0.13667068, 0.0, 0.0], [0, 0, 0], 0.0]
[[0.018082047, 1.4244761, 0.6096661, 0.17445882, -0.020639082, -0.13659239, 0.0, 0.0], [0, 0, 0], -0.29998146898537925]
[[0.02410984, 1.427804, 0.6096862, 0.14778472, -0.02746717, -0.13657452, 0.0, 0.0], [0, 0, 0], -0.6450012694741929]
[[0.030137826, 1.4305321, 0.60970616, 0.121112935, -0.03429416, -0.1365528, 0.0, 0.0], [0, 0, 0], -1.0396159538086636]
[[0.036166, 1.4326609, 0.6097263, 0.0944413, -0.04112007, -0.13653079, 0.0, 0.0], [0, 0, 0], -1.486813417144731]
[[0.042194556, 1.4341903, 0.6097463, 0.06776954, -0.0479449, -0.13650915, 0.0, 0.0], [0, 0, 0], -1.9890252459078113]
[[0.048223305, 1.4351203, 0.6097661, 0.04109756, -0.05476864, -0.13648735, 0.0, 0.0], [0, 0, 0], -2.5482144080350224]
[[0.054252245, 1.4354509, 0.6097859, 0.014425373, -0.0615913, -0.13646568, 0.0, 0.0], [0, 0, 0], -3.1657268214211456]
[[0.060281467, 1.4351821, 0.60980564, -0.012246973, -0.06841288, -0.1364441, 0.0, 0.0], [0, 0, 0], -3.8422689343198044]
[[0.06631098, 1.4343138, 0.60982525, -0.038919467, -0.07523338, -0.1364226, 0.0, 0.0], [0, 0, 0], -4.577875861409041]
[[0.072340585, 1.4328461, 0.60984474, -0.065592125, -0.08205282, -0.1364012, 0.0, 0.0], [0, 0, 0], -5.371953705562817]
[[0.07837057, 1.430779, 0.6098641, -0.0922649, -0.08887119, -0.13637987, 0.0, 0.0], [0, 0, 0], -6.2232486507726605]
[[0.08440075, 1.4281125, 0.60988337, -0.11893784, -0.09568851, -0.1363586, 0.0, 0.0], [0, 0, 0], -7.129915389411337]
[[0.09043112, 1.4248464, 0.6099025, -0.14561088, -0.10250477, -0.13633741, 0.0, 0.0], [0, 0, 0], -8.089519496249864]
[[0.09646177, 1.4209809, 0.6099216, -0.1722841, -0.10931996, -0.1363163, 0.0, 0.0], [0, 0, 0], -9.099207879790782]
[[0.10249271, 1.4165161, 0.60994047, -0.19895749, -0.1161341, -0.13629524, 0.0, 0.0], [0, 0, 0], -10.155650371114206]
[[0.108523846, 1.4114516, 0.60995924, -0.22563103, -0.1229472, -0.13627437, 0.0, 0.0], [0, 0, 0], -11.255195697674793]
[[0.11455536, 1.4057877, 0.6099779, -0.25230473, -0.12975927, -0.13625352, 0.0, 0.0], [0, 0, 0], -12.393938322465885]
[[0.12058697, 1.3995242, 0.60999644, -0.27897856, -0.13657029, -0.13623276, 0.0, 0.0], [0, 0, 0], -13.567787426783752]
[[0.12661895, 1.3926613, 0.61001486, -0.3056526, -0.14338028, -0.13621213, 0.0, 0.0], [0, 0, 0], -14.772554436935877]
[[0.13265124, 1.3851991, 0.61003315, -0.3323268, -0.15018927, -0.13619153, 0.0, 0.0], [0, 0, 0], -16.00399119123938]
[[0.1386837, 1.3771371, 0.6100512, -0.35900113, -0.1569972, -0.13617103, 0.0, 0.0], [0, 0, 0], -17.25782013115486]
[[0.14471635, 1.3684758, 0.61006916, -0.3856756, -0.16380413, -0.13615058, 0.0, 0.0], [0, 0, 0], -18.529901672484385]
[[0.1507493, 1.3592149, 0.6100869, -0.41235024, -0.17061004, -0.13613027, 0.0, 0.0], [0, 0, 0], -19.816147056931527]
[[0.1567748, 1.3493459, 0.6097459, -0.43946683, -0.17781751, -0.14415328, 0.0, 0.0], [0, 0, 0], -21.148652910932526]
[[0.16280565, 1.3388653, 0.60986257, -0.46663412, -0.18462269, -0.13610375, 0.0, 0.0], [0, 0, 0], -22.48900191507809]
[[0.1688366, 1.3277853, 0.6098615, -0.49330464, -0.19142787, -0.13610327, 0.0, 0.0], [0, 0, 0], -23.79363503614607]
