[[0.0019390106, 1.4174143, 0.09805923, 0.13147348, -0.0022157398, -0.021982035, 0.0, 0.0], [0, 0, 0], 0.0]
[[0.002908516, 1.4197729, 0.09806268, 0.10482904, -0.0033141621, -0.021970531, 0.0, 0.0], [0, 0, 0], 1.7010337587074105]
[[0.0038780211, 1.4215316, 0.0980659, 0.07815775, -0.0044124317, -0.021967538, 0.0, 0.0], [0, 0, 0], 3.229538043993699]
[[0.004847622, 1.4226902, 0.098069154, 0.051489256, -0.0055105262, -0.021964114, 0.0, 0.0], [0, 0, 0], 4.467314334686023]
[[0.0058172224, 1.4232488, 0.09807241, 0.02482087, -0.006608469, -0.021960683, 0.0, 0.0], [0, 0, 0], 5.261254893163624]
[[0.0067868233, 1.4232073, 0.09807566, -0.0018475166, -0.0077062114, -0.02195726, 0.0, 0.0], [0, 0, 0], 5.462352391472336]
[[0.007756519, 1.4225658, 0.09807889, -0.02851591, -0.008803809, -0.021953912, 0.0, 0.0], [0, 0, 0], 5.0115230782433]
[[0.008726215, 1.4213243, 0.09808212, -0.05518435, -0.009901234, -0.021950472, 0.0, 0.0], [0, 0, 0], 3.9853213205867632]
[[0.009696007, 1.4194828, 0.09808533, -0.08185283, -0.010998478, -0.021947034, 0.0, 0.0], [0, 0, 0], 2.537968535897477]
[[0.010665703, 1.4170412, 0.09808853, -0.10852136, -0.012095553, -0.0219436, 0.0, 0.0], [0, 0, 0], 0.8187969452430366]
[[0.011635589, 1.4139997, 0.09809173, -0.13518994, -0.0131924795, -0.021940408, 0.0, 0.0], [0, 0, 0], -1.062160193204278]
[[0.012605381, 1.4103582, 0.0980949, -0.16185853, -0.014289237, -0.021937083, 0.0, 0.0], [0, 0, 0], -3.0321270164072587]
[[0.013575268, 1.4061164, 0.098098084, -0.18852718, -0.015385817, -0.021933673, 0.0, 0.0], [0, 0, 0], -5.044379137008605]
[[0.014545155, 1.4012748, 0.09810124, -0.21519588, -0.016482243, -0.02193052, 0.0, 0.0], [0, 0, 0], -7.068813659273445]
[[0.0155151365, 1.3958331, 0.0981044, -0.2418646, -0.0175785, -0.021927105, 0.0, 0.0], [0, 0, 0], -9.085537717571157]
[[0.016485024, 1.3897914, 0.09810754, -0.26853338, -0.01867462, -0.021924343, 0.0, 0.0], [0, 0, 0], -11.081132929093684]
[[0.017455101, 1.3831496, 0.09811065, -0.2952022, -0.019770585, -0.021921223, 0.0, 0.0], [0, 0, 0], -13.04629567472361]
[[0.018425178, 1.375908, 0.09811376, -0.32187107, -0.020866409, -0.021918498, 0.0, 0.0], [0, 0, 0], -14.974413469919398]
[[0.019395161, 1.3680661, 0.09811686, -0.34853995, -0.021962076, -0.021915395, 0.0, 0.0], [0, 0, 0], -16.860639893852806]
[[0.020365333, 1.3596244, 0.09811995, -0.3752089, -0.02305761, -0.02191269, 0.0, 0.0], [0, 0, 0], -18.701452683751256]
[[0.021335507, 1.3505825, 0.09812302, -0.40187788, -0.024152992, -0.021909617, 0.0, 0.0], [0, 0, 0], -20.494115155855326]
[[0.022305584, 1.3409406, 0.09812608, -0.42854694, -0.025248239, -0.021906931, 0.0, 0.0], [0, 0, 0], -22.236564171800268]
[[0.023275852, 1.3306987, 0.09812913, -0.45521596, -0.026343321, -0.02190387, 0.0, 0.0], [0, 0, 0], -23.92718157029705]
[[0.02424612, 1.3198566, 0.09813216, -0.48188508, -0.027438283, -0.021901216, 0.0, 0.0], [0, 0, 0], -25.564691404953237]
[[0.025215913, 1.3083931, 0.09809526, -0.50950754, -0.02853323, -0.021898871, 0.0, 0.0], [0, 0, 0], -27.238783508078654]
[[0.0261858, 1.2963296, 0.09809525, -0.53617436, -0.029628169, -0.021898827, 0.0, 0.0], [0, 0, 0], -28.764993089755052]
[[0.027155686, 1.2836664, 0.098095246, -0.5628411, -0.03072311, -0.021898786, 0.0, 0.0], [0, 0, 0], -30.2355837464996]
[[0.028125573, 1.2704028, 0.098095246, -0.5895079, -0.031818055, -0.021898821, 0.0, 0.0], [0, 0, 0], -31.649961641670245]
[[0.029095363, 1.2565393, 0.09809524, -0.61617464, -0.032912996, -0.021898877, 0.0, 0.0], [0, 0, 0], -33.00771142473624]
[[0.03006525, 1.242076, 0.09809523, -0.6428414, -0.034007944, -0.021898916, 0.0, 0.0], [0, 0, 0], -34.30843882185755]
[[0.031035136, 1.2270126, 0.09809522, -0.66950816, -0.035102908, -0.021899085, 0.0, 0.0], [0, 0, 0], -35.551809636885054]
[[0.032005023, 1.2113492, 0.09809522, -0.6961749, -0.036197852, -0.02189913, 0.0, 0.0], [0, 0, 0], -36.73756449191774]
[[0.032974817, 1.195086, 0.098095216, -0.7228417, -0.03729281, -0.021899171, 0.0, 0.0], [0, 0, 0], -37.86549149044782]
[[0.033944704, 1.1782228, 0.09809521, -0.7495085, -0.03838776, -0.02189916, 0.0, 0.0], [0, 0, 0], -38.935366698667366]
[[0.03491459, 1.1607594, 0.0980952, -0.77617526, -0.03948272, -0.021899162, 0.0, 0.0], [0, 0, 0], -39.94704003524336]
[[0.035884477, 1.1426961, 0.09809519, -0.802842, -0.04057767, -0.02189917, 0.0, 0.0], [0, 0, 0], -40.900354863988724]
[[0.036854267, 1.124033, 0.098095186, -0.8295088, -0.041672613, -0.02189916, 0.0, 0.0], [0, 0, 0], -41.79522097376693]
