[[-0.008268738, 1.4012746, -0.41820446, -0.22718862, 0.009484572, 0.09375443, 0.0, 0.0], [0, 0, 0], 0.0]
[[-0.012403583, 1.3955634, -0.41821894, -0.25386772, 0.014169096, 0.09369941, 0.0, 0.0], [0, 0, 0], -1.2313925942084722]
[[-0.016538525, 1.3892525, -0.41823244, -0.28054157, 0.018853063, 0.0936877, 0.0, 0.0], [0, 0, 0], -2.5099162928288763]
[[-0.020673657, 1.3823417, -0.41824618, -0.30721208, 0.023536272, 0.093672976, 0.0, 0.0], [0, 0, 0], -3.8268820623429463]
[[-0.024808979, 1.3748312, -0.41826, -0.33388186, 0.028218748, 0.09365799, 0.0, 0.0], [0, 0, 0], -5.174086290046148]
[[-0.028944397, 1.3667209, -0.41827384, -0.36055177, 0.032900486, 0.09364335, 0.0, 0.0], [0, 0, 0], -6.543742317790105]
[[-0.033080004, 1.358011, -0.41828758, -0.38722175, 0.037581496, 0.09362874, 0.0, 0.0], [0, 0, 0], -7.9286092057429585]
[[-0.03721571, 1.3487012, -0.41830125, -0.41389182, 0.042261776, 0.093614206, 0.0, 0.0], [0, 0, 0], -9.322021573737146]
[[-0.04135151, 1.3387918, -0.41831487, -0.44056198, 0.046941333, 0.09359979, 0.0, 0.0], [0, 0, 0], -10.717917897370938]
[[-0.045487594, 1.3282826, -0.41832846, -0.46723232, 0.051620174, 0.09358536, 0.0, 0.0], [0, 0, 0], -12.110771924289935]
[[-0.049623776, 1.3171736, -0.41834196, -0.4939027, 0.056298316, 0.09357146, 0.0, 0.0], [0, 0, 0], -13.495598591611525]
[[-0.05376015, 1.3054649, -0.41835538, -0.52057326, 0.060975783, 0.09355761, 0.0, 0.0], [0, 0, 0], -14.867893102705779]
[[-0.057896614, 1.2931565, -0.41836873, -0.54724383, 0.065652534, 0.0935439, 0.0, 0.0], [0, 0, 0], -16.223618396151124]
[[-0.062033273, 1.2802482, -0.41838208, -0.57391447, 0.070328645, 0.09353035, 0.0, 0.0], [0, 0, 0], -17.559126025006293]
[[-0.06617012, 1.2667401, -0.41839534, -0.6005852, 0.07500402, 0.09351596, 0.0, 0.0], [0, 0, 0], -18.871181234432242]
[[-0.07030706, 1.2526324, -0.41840848, -0.62725616, 0.07967872, 0.09350272, 0.0, 0.0], [0, 0, 0], -20.156879393740923]
[[-0.0744442, 1.2379247, -0.41842166, -0.6539271, 0.08435272, 0.09348842, 0.0, 0.0], [0, 0, 0], -21.413586674198513]
[[-0.07858143, 1.2226174, -0.41843477, -0.6805982, 0.08902606, 0.09347519, 0.0, 0.0], [0, 0, 0], -22.639016546126328]
[[-0.08271885, 1.2067103, -0.4184478, -0.7072694, 0.09369869, 0.093460955, 0.0, 0.0], [0, 0, 0], -23.831083256600635]
[[-0.08685646, 1.1902034, -0.4184607, -0.7339407, 0.09837065, 0.09344776, 0.0, 0.0], [0, 0, 0], -24.987932235459738]
[[-0.090994164, 1.1730968, -0.41847357, -0.7606121, 0.10304191, 0.09343363, 0.0, 0.0], [0, 0, 0], -26.107936885203316]
[[-0.09513207, 1.1553904, -0.41848636, -0.78728354, 0.107712515, 0.09342081, 0.0, 0.0], [0, 0, 0], -27.18964791608576]
[[-0.09927015, 1.1370842, -0.41849905, -0.81395507, 0.11238245, 0.093406886, 0.0, 0.0], [0, 0, 0], -28.231795262772778]
[[-0.10340834, 1.1181784, -0.4185117, -0.8406267, 0.117051736, 0.093394116, 0.0, 0.0], [0, 0, 0], -29.233254122846205]
[[-0.107544996, 1.0986513, -0.4183553, -0.8682455, 0.12172087, 0.093382366, 0.0, 0.0], [0, 0, 0], -30.268924019351203]
[[-0.111681655, 1.0785244, -0.418355, -0.8949139, 0.12638998, 0.09338229, 0.0, 0.0], [0, 0, 0], -31.183989315317348]
[[-0.11581831, 1.057798, -0.41835466, -0.9215824, 0.13105911, 0.09338233, 0.0, 0.0], [0, 0, 0], -32.05591570651109]
[[-0.119954966, 1.0364718, -0.41835433, -0.9482509, 0.13572823, 0.09338209, 0.0, 0.0], [0, 0, 0], -32.884082702858905]
[[-0.12409172, 1.0145458, -0.41835397, -0.9749194, 0.14039733, 0.09338187, 0.0, 0.0], [0, 0, 0], -33.668025675518805]
[[-0.12822847, 0.9920201, -0.41835356, -1.0015877, 0.14506641, 0.09338166, 0.0, 0.0], [0, 0, 0], -34.40739949886128]
[[-0.13236523, 0.9688947, -0.41835323, -1.0282562, 0.1497355, 0.09338154, 0.0, 0.0], [0, 0, 0], -35.10198744293618]
[[-0.13650198, 0.9451697, -0.41835278, -1.0549246, 0.15440457, 0.0933813, 0.0, 0.0], [0, 0, 0], -35.75166902734563]
[[-0.14063874, 0.920845, -0.41835237, -1.081593, 0.15907362, 0.09338124, 0.0, 0.0], [0, 0, 0], -36.356460881556245]
[[-0.14477558, 0.89592063, -0.41835198, -1.1082615, 0.16374268, 0.093381114, 0.0, 0.0], [0, 0, 0], -36.91651305199798]
[[-0.14891234, 0.87039644, -0.41835156, -1.1349299, 0.16841172, 0.09338097, 0.0, 0.0], [0, 0, 0], -37.43209232474999]
[[-0.15304928, 0.84427243, -0.41835108, -1.1615983, 0.17308077, 0.093380824, 0.0, 0.0], [0, 0, 0], -37.90365370791383]
[[-0.15718612, 0.81754875, -0.4183506, -1.1882669, 0.17774978, 0.09338069, 0.0, 0.0], [0, 0, 0], -38.33183916891622]
[[-0.16132307, 0.79022545, -0.41835016, -1.2149352, 0.18241882, 0.09338077, 0.0, 0.0], [0, 0, 0], -38.71745362955099]
[[-0.16546011, 0.7623024, -0.41834965, -1.2416035, 0.18708785, 0.09338059, 0.0, 0.0], [0, 0, 0], -39.061576960377806]
[[-0.16959715, 0.7337797, -0.41834918, -1.2682719, 0.19175687, 0.093380496, 0.0, 0.0], [0, 0, 0], -39.365569006033155]
[[-0.17373419, 0.70465726, -0.4183487, -1.2949404, 0.19642588, 0.0933802, 0.0, 0.0], [0, 0, 0], -39.631077301511965]
[[-0.17787132, 0.67493504, -0.41834816, -1.3216087, 0.2010949, 0.09338026, 0.0, 0.0], [0, 0, 0], -39.86018597386675]
[[-0.18200846, 0.6446132, -0.4183477, -1.348277, 0.2057639, 0.09338015, 0.0, 0.0], [0, 0, 0], -40.05549408960283]
[[-0.1861457, 0.61369157, -0.41834718, -1.3749454, 0.21043292, 0.093380004, 0.0, 0.0], [0, 0, 0], -40.22016270487049]
[[-0.19028291, 0.58217025, -0.41834658, -1.4016138, 0.21510191, 0.09338002, 0.0, 0.0], [0, 0, 0], -40.358157273816886]
