[[0.01230402, 1.4261656, 0.6222609, 0.3258945, -0.014096023, -0.13949826, 0.0, 0.0], [0, 0, 0], 0.0]
[[0.018456269, 1.4329009, 0.6222828, 0.29926524, -0.02106634, -0.13941942, 0.0, 0.0], [0, 0, 0], -0.1839502118812959]
[[0.024608802, 1.4390367, 0.62230325, 0.27259147, -0.02803574, -0.1394011, 0.0, 0.0], [0, 0, 0], -0.39200490277630706]
[[0.030761529, 1.4445734, 0.62232363, 0.24591927, -0.035004027, -0.13937889, 0.0, 0.0], [0, 0, 0], -0.6305502299985051]
[[0.036914635, 1.4495106, 0.62234414, 0.21924749, -0.0419712, -0.13935636, 0.0, 0.0], [0, 0, 0], -0.9035923673766035]
[[0.043067932, 1.4538484, 0.62236464, 0.1925757, -0.048937283, -0.13933435, 0.0, 0.0], [0, 0, 0], -1.21507127412994]
[[0.04922142, 1.4575868, 0.6223849, 0.16590367, -0.055902246, -0.13931212, 0.0, 0.0], [0, 0, 0], -1.5686718559489634]
[[0.0553751, 1.4607258, 0.6224051, 0.1392315, -0.06286611, -0.13928995, 0.0, 0.0], [0, 0, 0], -1.9678684597681126]
[[0.061529063, 1.4632653, 0.6224252, 0.112559065, -0.06982885, -0.13926783, 0.0, 0.0], [0, 0, 0], -2.415774869935376]
[[0.06768332, 1.4652056, 0.6224452, 0.08588644, -0.07679049, -0.13924585, 0.0, 0.0], [0, 0, 0], -2.9150735942532435]
[[0.07383776, 1.4665462, 0.6224651, 0.059213605, -0.08375105, -0.13922392, 0.0, 0.0], [0, 0, 0], -3.4679650615416904]
[[0.07999239, 1.4672875, 0.6224848, 0.032540582, -0.09071052, -0.1392021, 0.0, 0.0], [0, 0, 0], -4.076126880882953]
[[0.08614731, 1.4674295, 0.6225045, 0.005867377, -0.0976689, -0.13918036, 0.0, 0.0], [0, 0, 0], -4.740669726757375]
[[0.092302516, 1.4669722, 0.622524, -0.02080598, -0.10462618, -0.13915871, 0.0, 0.0], [0, 0, 0], -5.462060123025026]
[[0.09845791, 1.4659152, 0.62254345, -0.047479488, -0.111582406, -0.13913713, 0.0, 0.0], [0, 0, 0], -6.2401316188194755]
[[0.10461359, 1.4642588, 0.6225627, -0.07415311, -0.11853755, -0.13911563, 0.0, 0.0], [0, 0, 0], -7.07415776772342]
[[0.110769555, 1.4620029, 0.62258184, -0.100826904, -0.12549162, -0.1390942, 0.0, 0.0], [0, 0, 0], -7.962779953670378]
[[0.11692581, 1.4591476, 0.62260085, -0.12750086, -0.13244464, -0.13907291, 0.0, 0.0], [0, 0, 0], -8.904120463372323]
[[0.12308226, 1.4556928, 0.62261975, -0.15417491, -0.1393966, -0.13905165, 0.0, 0.0], [0, 0, 0], -9.895752610284717]
[[0.129239, 1.4516386, 0.62263846, -0.18084913, -0.1463475, -0.13903049, 0.0, 0.0], [0, 0, 0], -10.934844919691074]
[[0.135396, 1.4469848, 0.62265706, -0.20752354, -0.15329733, -0.13900933, 0.0, 0.0], [0, 0, 0], -12.018159430438146]
[[0.14155331, 1.4417318, 0.62267554, -0.2341981, -0.16024612, -0.13898835, 0.0, 0.0], [0, 0, 0], -13.142196101348077]
[[0.14771089, 1.4358792, 0.6226938, -0.2608728, -0.16719387, -0.13896744, 0.0, 0.0], [0, 0, 0], -14.30315062633855]
[[0.15386876, 1.4294271, 0.62271196, -0.28754768, -0.17414059, -0.13894661, 0.0, 0.0], [0, 0, 0], -15.497136758733092]
[[0.16001911, 1.422367, 0.622369, -0.3146637, -0.18148887, -0.14696917, 0.0, 0.0], [0, 0, 0], -16.747100048659718]
[[0.1661748, 1.4146953, 0.62248296, -0.34183142, -0.18843482, -0.13891944, 0.0, 0.0], [0, 0, 0], -18.027064077190573]
[[0.17233057, 1.4064243, 0.62248194, -0.36850208, -0.19538078, -0.13891894, 0.0, 0.0], [0, 0, 0], -19.29524458246533]
[[0.17848644, 1.3975538, 0.62248075, -0.39517274, -0.2023267, -0.13891855, 0.0, 0.0], [0, 0, 0], -20.580357033050745]
[[0.18464231, 1.3880838, 0.62247956, -0.4218434, -0.20927261, -0.1389181, 0.0, 0.0], [0, 0, 0], -21.878522687254872]
[[0.19079837, 1.3780146, 0.6224783, -0.44851404, -0.2162185, -0.13891792, 0.0, 0.0], [0, 0, 0], -23.186027481856712]
[[0.19695444, 1.3673459, 0.622477, -0.4751847, -0.22316433, -0.13891727, 0.0, 0.0], [0, 0, 0], -24.499263068078278]
[[0.2031106, 1.3560779, 0.6224757, -0.5018553, -0.23011017, -0.13891664, 0.0, 0.0], [0, 0, 0], -25.81482280557603]
[[0.20926686, 1.3442106, 0.6224743, -0.528526, -0.23705599, -0.13891597, 0.0, 0.0], [0, 0, 0], -27.12947740753316]
[[0.2154233, 1.3317437, 0.6224729, -0.5551966, -0.24400175, -0.13891514, 0.0, 0.0], [0, 0, 0], -28.4401758219646]
[[0.22157975, 1.3186775, 0.62247145, -0.58186716, -0.25094748, -0.13891467, 0.0, 0.0], [0, 0, 0], -29.7441091380135]
[[0.22773638, 1.305012, 0.6224699, -0.60853773, -0.25789317, -0.1389142, 0.0, 0.0], [0, 0, 0], -31.038637327921776]
[[0.23389311, 1.2907469, 0.62246835, -0.6352083, -0.2648389, -0.13891375, 0.0, 0.0], [0, 0, 0], -32.32132260807339]
[[0.24004993, 1.2758826, 0.6224668, -0.6618789, -0.27178457, -0.1389133, 0.0, 0.0], [0, 0, 0], -33.58994863904087]
[[0.24620685, 1.2604191, 0.62246525, -0.6885496, -0.2787302, -0.13891283, 0.0, 0.0], [0, 0, 0], -34.842490767469315]
[[0.25236386, 1.244356, 0.6224636, -0.71522015, -0.2856758, -0.13891238, 0.0, 0.0], [0, 0, 0], -36.07706291873163]
[[0.25852108, 1.2276936, 0.6224619, -0.74189067, -0.2926214, -0.13891189, 0.0, 0.0], [0, 0, 0], -37.29203708745766]
[[0.2646784, 1.2104318, 0.62246025, -0.7685612, -0.299567, -0.13891143, 0.0, 0.0], [0, 0, 0], -38.4859605348629]
