[[-0.005326557, 1.42726, -0.2693954, 0.35024893, 0.006112215, 0.060396947, 0.0, 0.0], [0, 0, 0], 0.0]
[[-0.007990074, 1.434542, -0.26940513, 0.3236244, 0.009129892, 0.06035916, 0.0, 0.0], [0, 0, 0], 1.0472965724793823]
[[-0.010653782, 1.441224, -0.269414, 0.2969532, 0.012147213, 0.060351796, 0.0, 0.0], [0, 0, 0], 2.0885357000222484]
[[-0.01331749, 1.4473059, -0.26942295, 0.2702834, 0.015164051, 0.060342383, 0.0, 0.0], [0, 0, 0], 3.108941566260853]
[[-0.015981387, 1.452788, -0.2694319, 0.24361439, 0.018180434, 0.06033293, 0.0, 0.0], [0, 0, 0], 4.095736818901287]
[[-0.018645382, 1.4576703, -0.26944077, 0.21694548, 0.021196332, 0.060323548, 0.0, 0.0], [0, 0, 0], 5.034094771854711]
[[-0.021309376, 1.4619526, -0.26944965, 0.19027647, 0.02421177, 0.060314078, 0.0, 0.0], [0, 0, 0], 5.907064829724334]
[[-0.02397356, 1.4656348, -0.26945847, 0.16360743, 0.027226737, 0.06030471, 0.0, 0.0], [0, 0, 0], 6.695517940476805]
[[-0.026637841, 1.4687173, -0.26946726, 0.1369383, 0.030241242, 0.060295343, 0.0, 0.0], [0, 0, 0], 7.378518740649497]
[[-0.029302215, 1.4711998, -0.269476, 0.110269114, 0.033255283, 0.060285978, 0.0, 0.0], [0, 0, 0], 7.934013432072845]
[[-0.031966686, 1.4730825, -0.26948476, 0.08359987, 0.03626885, 0.060276646, 0.0, 0.0], [0, 0, 0], 8.339889082547614]
[[-0.034631155, 1.4743651, -0.2694935, 0.056930564, 0.03928194, 0.06026734, 0.0, 0.0], [0, 0, 0], 8.575635903537034]
[[-0.03729572, 1.4750478, -0.2695022, 0.03026116, 0.042294562, 0.06025807, 0.0, 0.0], [0, 0, 0], 8.62415367094647]
[[-0.03996048, 1.4751307, -0.26951084, 0.0035916804, 0.045306724, 0.06024886, 0.0, 0.0], [0, 0, 0], 8.473785449398918]
[[-0.042625237, 1.4746135, -0.26951945, -0.023077844, 0.048318446, 0.060239673, 0.0, 0.0], [0, 0, 0], 8.119758049925736]
[[-0.045290183, 1.4734964, -0.26952803, -0.049747396, 0.0513297, 0.06023056, 0.0, 0.0], [0, 0, 0], 7.564857815868919]
[[-0.047955133, 1.4717796, -0.26953655, -0.07641701, 0.05434051, 0.060221426, 0.0, 0.0], [0, 0, 0], 6.819024231279371]
[[-0.050620176, 1.4694626, -0.26954508, -0.10308668, 0.05735086, 0.060212333, 0.0, 0.0], [0, 0, 0], 5.898094541770547]
[[-0.05328541, 1.4665458, -0.26955354, -0.1297564, 0.060360767, 0.060203306, 0.0, 0.0], [0, 0, 0], 4.8218401059592395]
[[-0.05595074, 1.463029, -0.26956195, -0.15642619, 0.06337023, 0.060194433, 0.0, 0.0], [0, 0, 0], 3.6121143076734086]
[[-0.05861616, 1.4589123, -0.26957035, -0.18309604, 0.06637924, 0.06018541, 0.0, 0.0], [0, 0, 0], 2.291096847697986]
[[-0.061281584, 1.4541956, -0.2695787, -0.20976594, 0.06938781, 0.060176544, 0.0, 0.0], [0, 0, 0], 0.8800754838719627]
[[-0.063947104, 1.4488791, -0.269587, -0.23643592, 0.07239593, 0.06016774, 0.0, 0.0], [0, 0, 0], -0.601359123199245]
[[-0.06661272, 1.4429626, -0.26959527, -0.263106, 0.07540361, 0.06015895, 0.0, 0.0], [0, 0, 0], -2.135639138476904]
[[-0.06927729, 1.4364247, -0.2694946, -0.2907271, 0.078411184, 0.060151506, 0.0, 0.0], [0, 0, 0], -3.7675352616889484]
[[-0.07194195, 1.4292871, -0.26949453, -0.31739455, 0.08141875, 0.060151387, 0.0, 0.0], [0, 0, 0], -5.363721819893129]
[[-0.074606515, 1.4215494, -0.26949447, -0.34406197, 0.08442633, 0.06015135, 0.0, 0.0], [0, 0, 0], -6.972323775660158]
[[-0.07727118, 1.4132118, -0.26949435, -0.37072942, 0.08743389, 0.06015136, 0.0, 0.0], [0, 0, 0], -8.583670755689525]
[[-0.079935834, 1.4042746, -0.26949427, -0.39739686, 0.090441465, 0.0601512, 0.0, 0.0], [0, 0, 0], -10.189583069765831]
[[-0.0826005, 1.3947372, -0.26949418, -0.42406428, 0.093449034, 0.060151197, 0.0, 0.0], [0, 0, 0], -11.783047349392888]
[[-0.08526506, 1.3846, -0.2694941, -0.45073172, 0.0964566, 0.06015116, 0.0, 0.0], [0, 0, 0], -13.358178194116078]
[[-0.087929726, 1.3738632, -0.269494, -0.47739917, 0.09946415, 0.060151182, 0.0, 0.0], [0, 0, 0], -14.909963466710224]
[[-0.09059429, 1.3625263, -0.26949388, -0.5040666, 0.102471694, 0.06015111, 0.0, 0.0], [0, 0, 0], -16.434082492410568]
[[-0.09325886, 1.3505895, -0.26949376, -0.530734, 0.10547925, 0.060151033, 0.0, 0.0], [0, 0, 0], -17.92691706092907]
[[-0.095923424, 1.3380527, -0.26949364, -0.5574015, 0.10848678, 0.06015098, 0.0, 0.0], [0, 0, 0], -19.385329400547846]
[[-0.09858809, 1.3249162, -0.26949352, -0.5840689, 0.11149432, 0.06015094, 0.0, 0.0], [0, 0, 0], -20.80665989560245]
[[-0.10125265, 1.3111798, -0.2694934, -0.61073625, 0.11450185, 0.06015085, 0.0, 0.0], [0, 0, 0], -22.188596507432806]
[[-0.103917316, 1.2968435, -0.26949328, -0.63740367, 0.11750939, 0.06015081, 0.0, 0.0], [0, 0, 0], -23.52917854718612]
[[-0.10658197, 1.2819073, -0.26949313, -0.6640711, 0.12051691, 0.060150772, 0.0, 0.0], [0, 0, 0], -24.826696797806306]
[[-0.109246634, 1.2663713, -0.26949298, -0.6907385, 0.12352444, 0.06015073, 0.0, 0.0], [0, 0, 0], -26.079668106338204]
[[-0.1119113, 1.2502354, -0.26949283, -0.7174059, 0.12653197, 0.060150705, 0.0, 0.0], [0, 0, 0], -27.28683466050154]
[[-0.11457596, 1.2334995, -0.2694927, -0.7440732, 0.12953949, 0.060150675, 0.0, 0.0], [0, 0, 0], -28.44707724316214]
[[-0.11724062, 1.2161638, -0.26949257, -0.7707407, 0.132547, 0.060150664, 0.0, 0.0], [1, 0, 0], -29.55946928749978]
[[-0.12006607, 1.1994394, -0.2853164, -0.74355835, 0.135311, 0.055279754, 0.0, 0.0], [1, 0, 0], -26.4913417477532]
[[-0.123041056, 1.1826322, -0.2997928, -0.74719894, 0.13760476, 0.045875374, 0.0, 0.0], [1, 0, 0], -26.24665655594206]
[[-0.12593737, 1.1662275, -0.29271668, -0.7293824, 0.14068274, 0.061559357, 0.0, 0.0], [1, 0, 0], -23.336640481196437]
[[-0.12901497, 1.1499397, -0.31032294, -0.724152, 0.14324, 0.051145215, 0.0, 0.0], [1, 0, 0], -22.498607681214438]
[[-0.13210449, 1.1338211, -0.31180352, -0.7166516, 0.14608103, 0.05682064, 0.0, 0.0], [1, 0, 0], -20.886486550772165]
[[-0.13535309, 1.1185268, -0.3276163, -0.68001753, 0.14883322, 0.055043556, 0.0, 0.0], [1, 0, 0], -17.309061462897823]
[[-0.13855276, 1.1039152, -0.32353535, -0.6497625, 0.15239549, 0.071245536, 0.0, 0.0], [1, 0, 0], -13.65761513173565]
[[-0.14188108, 1.0897875, -0.33631882, -0.62826055, 0.15587653, 0.06962098, 0.0, 0.0], [1, 0, 0], -11.622597966244456]
[[-0.1454852, 1.0761559, -0.36315495, -0.6061335, 0.15862204, 0.054909896, 0.0, 0.0], [1, 0, 0], -10.291328736489351]
[[-0.1493245, 1.062554, -0.38590366, -0.604744, 0.1605997, 0.039553046, 0.0, 0.0], [1, 0, 0], -10.572579229153924]
[[-0.15317336, 1.0493332, -0.3873002, -0.5878518, 0.1630173, 0.048352282, 0.0, 0.0], [1, 0, 0], -8.51881186922645]
[[-0.15709439, 1.0363233, -0.39460358, -0.5784915, 0.16551058, 0.049865954, 0.0, 0.0], [1, 0, 0], -7.468214800438161]
[[-0.1610713, 1.023468, -0.4003095, -0.57164395, 0.16813253, 0.052438915, 0.0, 0.0], [1, 0, 0], -6.581777372862321]
[[-0.16496448, 1.010815, -0.3927333, -0.5627421, 0.17155015, 0.068352655, 0.0, 0.0], [1, 0, 0], -4.872130136292289]
[[-0.16903524, 0.99851936, -0.41018242, -0.5468349, 0.1746622, 0.06224064, 0.0, 0.0], [1, 0, 0], -4.071426419520073]
[[-0.17303467, 0.98623896, -0.4036963, -0.5462373, 0.17842904, 0.07533681, 0.0, 0.0], [1, 0, 0], -3.170560355323569]
[[-0.17715053, 0.97434455, -0.41534525, -0.5290975, 0.18220523, 0.07552378, 0.0, 0.0], [1, 0, 0], -2.092034128222549]
[[-0.18120213, 0.96243083, -0.40953547, -0.5300481, 0.18659782, 0.08785203, 0.0, 0.0], [0, 0, 0], -1.451534836915415]
[[-0.18525381, 0.94991714, -0.40953502, -0.55671626, 0.19099042, 0.08785188, 0.0, 0.0], [0, 0, 0], -2.867565433267715]
[[-0.1893055, 0.93680394, -0.4095346, -0.5833845, 0.19538301, 0.08785174, 0.0, 0.0], [0, 0, 0], -4.265190994528127]
[[-0.19335718, 0.92309076, -0.40953413, -0.61005276, 0.19977559, 0.08785159, 0.0, 0.0], [0, 0, 0], -5.641572706096981]
[[-0.19740896, 0.9087779, -0.40953368, -0.63672096, 0.20416819, 0.08785147, 0.0, 0.0], [0, 0, 0], -6.994324762581699]
[[-0.20146069, 0.8938654, -0.4095332, -0.66338915, 0.20856075, 0.08785137, 0.0, 0.0], [0, 0, 0], -8.321344503313725]
[[-0.20551252, 0.87835294, -0.4095327, -0.69005746, 0.2129533, 0.08785107, 0.0, 0.0], [1, 0, 0], -9.620855561268883]
[[-0.20981464, 0.86291885, -0.4338804, -0.68649286, 0.21665572, 0.07404842, 0.0, 0.0], [1, 0, 0], -9.857604371348447]
[[-0.21417136, 0.8484394, -0.44010434, -0.64419293, 0.22114205, 0.08972707, 0.0, 0.0], [1, 0, 1], -6.112155089537317]
[[-0.21871237, 0.834809, -0.45646256, -0.60614985, 0.22352798, 0.0477184, 0.0, 0.0], [1, 0, 1], -3.3359548265729235]
[[-0.22324285, 0.8212275, -0.45346126, -0.6036901, 0.22395265, 0.008493351, 0.0, 0.0], [1, 0, 1], -2.1360383248870485]
[[-0.22784686, 0.80802226, -0.4588216, -0.58665293, 0.22235362, -0.031980615, 0.0, 0.0], [1, 0, 1], -0.1302225033408284]
[[-0.2325284, 0.79477143, -0.4644696, -0.5883739, 0.21862587, -0.0745553, 0.0, 0.0], [1, 0, 1], 0.5726046398364009]
[[-0.2373281, 0.7823834, -0.47430795, -0.54975766, 0.2129063, -0.114391305, 0.0, 0.0], [1, 0, 0], 4.2171578891395995]
[[-0.24226093, 0.7706713, -0.48784727, -0.5197647, 0.20741571, -0.109811805, 0.0, 0.0], [1, 0, 0], 6.76369894439834]
[[-0.24752632, 0.7596072, -0.52038693, -0.490888, 0.20121202, -0.124073826, 0.0, 0.0], [1, 0, 0], 7.723619043482069]
[[-0.25313315, 0.7491516, -0.5537225, -0.46376675, 0.19420527, -0.14013502, 0.0, 0.0], [1, 0, 0], 8.250413064464572]
[[-0.2590483, 0.7394686, -0.5839668, -0.42937964, 0.1866156, -0.15179329, 0.0, 0.0], [1, 0, 0], 9.177142501488406]
[[-0.26518756, 0.7299989, -0.60581154, -0.41987705, 0.1784724, -0.16286375, 0.0, 0.0], [1, 0, 0], 9.151278633025951]
[[-0.2714301, 0.7204485, -0.6159447, -0.42348593, 0.1701431, -0.16658597, 0.0, 0.0], [1, 0, 0], 9.324355463075372]
[[-0.27784967, 0.7114935, -0.63345104, -0.39704674, 0.16163073, -0.17024729, 0.0, 0.0], [1, 0, 0], 10.46984896716389]
[[-0.28431663, 0.7031439, -0.6385637, -0.37023702, 0.1534997, -0.16262041, 0.0, 0.0], [1, 0, 0], 12.466881792712288]
[[-0.29083604, 0.6956243, -0.6442286, -0.33342853, 0.1458032, -0.15393025, 0.0, 0.0], [1, 0, 0], 14.65727885255852]
[[-0.29758716, 0.6888834, -0.66694605, -0.2988159, 0.13766359, -0.16279235, 0.0, 0.0], [1, 0, 0], 14.984852860823448]
[[-0.30445415, 0.682692, -0.6784814, -0.27443394, 0.12947913, -0.16368917, 0.0, 0.0], [1, 0, 0], 15.68873059024984]
[[-0.31128803, 0.6774266, -0.67592824, -0.23339193, 0.12205367, -0.14850917, 0.0, 0.0], [1, 0, 1], 18.00849705246394]
[[-0.31826884, 0.6721727, -0.6883025, -0.23273782, 0.11233741, -0.19432516, 0.0, 0.0], [1, 0, 1], 17.6813289085803]
[[-0.325316, 0.6676632, -0.6928399, -0.19958013, 0.100547075, -0.23580678, 0.0, 0.0], [1, 0, 1], 19.189048715181812]
[[-0.33244, 0.66377366, -0.6983707, -0.1719839, 0.08663518, -0.27823776, 0.0, 0.0], [1, 0, 1], 20.46112259330448]
[[-0.33952475, 0.6602669, -0.6924426, -0.15500209, 0.07075983, -0.31750697, 0.0, 0.0], [1, 0, 1], 22.676408829160508]
[[-0.34635925, 0.6567696, -0.6657329, -0.15468803, 0.053236697, -0.35046285, 0.0, 0.0], [1, 0, 1], 26.704318529529843]
[[-0.35319728, 0.6541968, -0.66400385, -0.11375775, 0.033672597, -0.39128217, 0.0, 0.0], [1, 0, 1], 29.21480970408284]
[[-0.35995656, 0.6523916, -0.65414727, -0.079885505, 0.01217058, -0.43004054, 0.0, 0.0], [1, 0, 1], 32.3367161673101]
[[-0.36668935, 0.6514217, -0.6494094, -0.043083467, -0.011390401, -0.47121987, 0.0, 0.0], [1, 0, 0], 32.65869921442713]
[[-0.37324533, 0.6505151, -0.63254267, -0.040629663, -0.034156278, -0.45531774, 0.0, 0.0], [1, 0, 0], 31.536078164548652]
[[-0.3796436, 0.64953464, -0.61746293, -0.044232998, -0.056247402, -0.4418226, 0.0, 0.0], [1, 0, 0], 30.27125912248099]
[[-0.38596106, 0.64876556, -0.6096493, -0.035152733, -0.07810572, -0.43716654, 0.0, 0.0], [1, 0, 0], 28.3691085932761]
[[-0.39209637, 0.6488752, -0.5919636, 0.0036130724, -0.09947971, -0.42748016, 0.0, 0.0], [0, 0, 0], 27.475540293543418]
[[-0.39823133, 0.64839095, -0.59196866, -0.023091696, -0.12085304, -0.4274667, 0.0, 0.0], [0, 0, 0], 25.01595169473248]
[[-0.4043657, 0.6473126, -0.5919749, -0.049796388, -0.14222571, -0.4274532, 0.0, 0.0], [0, 0, 0], 22.48264638977298]
[[-0.4104995, 0.6456403, -0.5919825, -0.076500975, -0.1635977, -0.4274397, 0.0, 0.0], [0, 0, 0], 19.875938753779565]
[[-0.41663265, 0.64337415, -0.5919912, -0.10320545, -0.18496901, -0.4274262, 0.0, 0.0], [0, 0, 0], 17.19681573863511]
[[-0.4227651, 0.64051384, -0.59200114, -0.1299098, -0.20633966, -0.42741275, 0.0, 0.0], [0, 0, 0], 14.446845183903605]
[[-0.42889667, 0.63705957, -0.5920123, -0.156614, -0.2277096, -0.42739925, 0.0, 0.0], [0, 0, 0], 11.62813268778362]
[[-0.43502736, 0.63301134, -0.5920246, -0.18331803, -0.24907888, -0.42738575, 0.0, 0.0], [0, 0, 0], 8.743196802235417]
[[-0.441157, 0.6283689, -0.59203815, -0.21002188, -0.2704475, -0.4273723, 0.0, 0.0], [0, 0, 0], 5.794961519068494]
[[-0.4472856, 0.6231324, -0.5920529, -0.23672552, -0.29181543, -0.42735887, 0.0, 0.0], [0, 0, 0], 2.78655966709087]
[[-0.453413, 0.61730164, -0.5920688, -0.26342896, -0.31318268, -0.42734542, 0.0, 0.0], [0, 0, 0], -0.2786732300422443]
[[-0.45953918, 0.6108766, -0.59208584, -0.29013216, -0.33454928, -0.427332, 0.0, 0.0], [0, 0, 0], -3.397358071938669]
[[-0.46566397, 0.6038574, -0.5921041, -0.31683514, -0.3559152, -0.42731863, 0.0, 0.0], [1, 0, 0], -6.566098111000372]
[[-0.47164217, 0.59725946, -0.5771686, -0.29851997, -0.37774238, -0.43654394, 0.0, 0.0], [1, 0, 0], -6.721838853898094]
[[-0.47718042, 0.5912703, -0.53383917, -0.2716172, -0.399053, -0.4262131, 0.0, 0.0], [1, 0, 1], -3.9471462325432807]
[[-0.48235226, 0.58552575, -0.4955164, -0.2615839, -0.42236772, -0.46629447, 0.0, 0.0], [1, 0, 1], -2.626004375292034]
[[-0.48718756, 0.5801483, -0.46014053, -0.24622308, -0.44781518, -0.50894934, 0.0, 0.0], [1, 0, 1], -1.551805934110158]
[[-0.49176836, 0.57458395, -0.43311763, -0.25555027, -0.47531447, -0.54998606, 0.0, 0.0], [1, 0, 1], -2.604721378625637]
[[-0.4958159, 0.56924933, -0.37848648, -0.2464039, -0.50468475, -0.5874052, 0.0, 0.0], [1, 0, 0], -0.6063243487488543]
[[-0.49980515, 0.5639102, -0.37250644, -0.24733569, -0.5347053, -0.6004111, 0.0, 0.0], [1, 0, 0], -3.322109935258937]
[[-0.5033587, 0.55875283, -0.3298389, -0.23959984, -0.56421894, -0.5902731, 0.0, 0.0], [1, 0, 0], -2.479330399042528]
[[-0.5066843, 0.55377716, -0.30717045, -0.2321726, -0.59412867, -0.59819627, 0.0, 0.0], [1, 0, 0], -3.361856717032288]
[[-0.50960433, 0.5489482, -0.26734498, -0.22604507, -0.62377185, -0.5928639, 0.0, 0.0], [1, 0, 0], -2.9746689834692237]
[[-0.51225525, 0.5442956, -0.24064234, -0.2188507, -0.6538015, -0.6005932, 0.0, 0.0], [1, 0, 0], -3.6363828652881525]
[[-0.5144894, 0.53953195, -0.20000502, -0.22400826, -0.6832165, -0.5883013, 0.0, 0.0], [1, 0, 0], -4.1883966443339204]
[[-0.5162912, 0.5353879, -0.15668646, -0.19728425, -0.7134534, -0.6047389, 0.0, 0.0], [1, 0, 0], -2.501013321454354]
[[-0.5176695, 0.5311417, -0.11530068, -0.20207427, -0.74321246, -0.595181, 0.0, 0.0], [1, 0, 0], -3.6398731960282813]
[[-0.5185103, 0.52708983, -0.06228031, -0.19379345, -0.77279705, -0.5916916, 0.0, 0.0], [1, 0, 0], -3.75769054651476]
[[-0.51856065, 0.52329594, 0.015599209, -0.18238632, -0.8016095, -0.57624894, 0.0, 0.0], [1, 0, 0], -4.622193935341652]
